Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"PORCN","Porcupine O-Acyltransferase","Protein Coding","40","GC0XP048811","1.37884533405304","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PORCN"
"TLR6","Toll Like Receptor 6","Protein Coding","43","GC04M038828","1.37827360630035","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TLR6"
"CRK","CRK Proto-Oncogene, Adaptor Protein","Protein Coding","44","GC17M001420","1.3734495639801","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRK"
"PEAR1","Platelet Endothelial Aggregation Receptor 1","Protein Coding","36","GC01P156893","1.37289249897003","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PEAR1"
"NLGN2","Neuroligin 2","Protein Coding","40","GC17P009571","1.37285041809082","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NLGN2"
"HBD","Hemoglobin Subunit Delta","Protein Coding","38","GC11M005232","1.37013065814972","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HBD"
"CYTH1","Cytohesin 1","Protein Coding","41","GC17M078674","1.36791098117828","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYTH1"
"PIGK","Phosphatidylinositol Glycan Anchor Biosynthesis Class K","Protein Coding","42","GC01M077088","1.36506009101868","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIGK"
"TBPL1","TATA-Box Binding Protein Like 1","Protein Coding","39","GC06P133952","1.36506009101868","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBPL1"
"CNE4","CNE4 Enhancer Downstream Of SHOX","Biological Region","1","GC0XP000753","1.36317133903503","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNE4"
"CNE5","CNE5 Enhancer Downstream Of SHOX","Biological Region","1","GC0XP000790","1.36317133903503","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNE5"
"CNE8","CNE8 Enhancer Downstream Of SHOX","Biological Region","1","GC0XP000850","1.36317133903503","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNE8"
"CNE6","CNE6 Enhancer Downstream Of SHOX","Biological Region","1","GC0XP000805","1.36317133903503","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNE6"
"CNE7","CNE7 Enhancer Downstream Of SHOX","Biological Region","1","GC0XP000819","1.36317133903503","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNE7"
"FMN2","Formin 2","Protein Coding","39","GC01P240014","1.3621187210083","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FMN2"
"PIKFYVE","Phosphoinositide Kinase, FYVE-Type Zinc Finger Containing","Protein Coding","47","GC02P208266","1.36180925369263","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIKFYVE"
"MGAT1","Alpha-1,3-Mannosyl-Glycoprotein 2-Beta-N-Acetylglucosaminyltransferase","Protein Coding","43","GC05M181011","1.36094498634338","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MGAT1"
"HLA-DQA2","Major Histocompatibility Complex, Class II, DQ Alpha 2","Protein Coding","37","GC06P032741","1.36036169528961","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-DQA2"
"SHC1","SHC Adaptor Protein 1","Protein Coding","44","GC01M154962","1.35411036014557","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHC1"
"PPP2CA","Protein Phosphatase 2 Catalytic Subunit Alpha","Protein Coding","48","GC05M134194","1.34460914134979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP2CA"
"H3C2","H3 Clustered Histone 2","Protein Coding","30","GC06M026032","1.33838224411011","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H3C2"
"PER2","Period Circadian Regulator 2","Protein Coding","43","GC02M238244","1.33541536331177","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PER2"
"ACKR2","Atypical Chemokine Receptor 2","Protein Coding","37","GC03P042804","1.33512926101685","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACKR2"
"TFAM","Transcription Factor A, Mitochondrial","Protein Coding","43","GC10P058385","1.33505523204803","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFAM"
"ERVK-6","Endogenous Retrovirus Group K Member 6, Envelope","Protein Coding","16","GC07U903184","1.33465051651001","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERVK-6"
"MYOT","Myotilin","Protein Coding","41","GC05P137867","1.33342170715332","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYOT"
"PRKAB1","Protein Kinase AMP-Activated Non-Catalytic Subunit Beta 1","Protein Coding","46","GC12P119632","1.33321464061737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKAB1"
"TIA1","TIA1 Cytotoxic Granule Associated RNA Binding Protein","Protein Coding","42","GC02M070209","1.33171570301056","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIA1"
"PFKFB3","6-Phosphofructo-2-Kinase/Fructose-2,6-Biphosphatase 3","Protein Coding","44","GC10P006144","1.32862508296967","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PFKFB3"
"WNT7B","Wnt Family Member 7B","Protein Coding","44","GC22M045920","1.32662773132324","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNT7B"
"CRLS1","Cardiolipin Synthase 1","Protein Coding","38","GC20P006005","1.32275676727295","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRLS1"
"CAST","Calpastatin","Protein Coding","45","GC05P096525","1.32218456268311","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAST"
"CYB5A","Cytochrome B5 Type A","Protein Coding","43","GC18M074250","1.3200546503067","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYB5A"
"CNTN2","Contactin 2","Protein Coding","45","GC01P205043","1.31999778747559","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNTN2"
"ATXN10","Ataxin 10","Protein Coding","42","GC22P045673","1.31904625892639","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATXN10"
"FOXD1","Forkhead Box D1","Protein Coding","36","GC05M073444","1.31430923938751","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXD1"
"VWA1","Von Willebrand Factor A Domain Containing 1","Protein Coding","36","GC01P001434","1.31193947792053","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VWA1"
"MOCS2","Molybdenum Cofactor Synthesis 2","Protein Coding","41","GC05M053095","1.31137990951538","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MOCS2"
"ACVR2A","Activin A Receptor Type 2A","Protein Coding","45","GC02P147844","1.30820345878601","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACVR2A"
"PTGIS","Prostaglandin I2 Synthase","Protein Coding","47","GC20M049503","1.30811238288879","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGIS"
"ELK1","ETS Transcription Factor ELK1","Protein Coding","43","GC0XM047635","1.30065882205963","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELK1"
"CGGBP1","CGG Triplet Repeat Binding Protein 1","Protein Coding","32","GC03M088051","1.29976058006287","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CGGBP1"
"PPIEL","Peptidylprolyl Isomerase E Like Pseudogene","Pseudogene","13","GC01M039522","1.29976058006287","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPIEL"
"BST2","Bone Marrow Stromal Cell Antigen 2","Protein Coding","38","GC19M017403","1.29843235015869","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BST2"
"HOXB1","Homeobox B1","Protein Coding","42","GC17M048528","1.29607915878296","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HOXB1"
"TNFRSF10D","TNF Receptor Superfamily Member 10d","Protein Coding","42","GC08M023135","1.29524421691895","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFRSF10D"
"HOXB2","Homeobox B2","Protein Coding","40","GC17M048540","1.29371333122253","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HOXB2"
"HSD3B2","Hydroxy-Delta-5-Steroid Dehydrogenase, 3 Beta- And Steroid Delta-Isomerase 2","Protein Coding","45","GC01P119414","1.2917332649231","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSD3B2"
"CCRL2","C-C Motif Chemokine Receptor Like 2","Protein Coding","38","GC03P046407","1.29083716869354","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCRL2"
"DPP6","Dipeptidyl Peptidase Like 6","Protein Coding","42","GC07P153748","1.2896831035614","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DPP6"
"USP26","Ubiquitin Specific Peptidase 26","Protein Coding","37","GC0XM133024","1.28658127784729","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP26"
"DDX4","DEAD-Box Helicase 4","Protein Coding","40","GC05P055738","1.28419351577759","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX4"
"DSG2","Desmoglein 2","Protein Coding","45","GC18P031498","1.27836966514587","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DSG2"
"PPP1R12A","Protein Phosphatase 1 Regulatory Subunit 12A","Protein Coding","43","GC12M079773","1.27340579032898","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP1R12A"
"DYRK2","Dual Specificity Tyrosine Phosphorylation Regulated Kinase 2","Protein Coding","42","GC12P067558","1.27235436439514","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DYRK2"
"LOC110631417","CYP21A2 5' Regulatory Region","Biological Region","2","GC06P062398","1.27194476127625","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC110631417"
"CASP6","Caspase 6","Protein Coding","48","GC04M109688","1.27018809318542","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASP6"
"ITGA1","Integrin Subunit Alpha 1","Protein Coding","41","GC05P052788","1.26841926574707","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGA1"
"CCAT2","Colon Cancer Associated Transcript 2","RNA Gene","13","GC08P127400","1.26228153705597","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCAT2"
"POMGNT1","Protein O-Linked Mannose N-Acetylglucosaminyltransferase 1 (Beta 1,2-)","Protein Coding","44","GC01M046188","1.25916242599487","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POMGNT1"
"USF1","Upstream Transcription Factor 1","Protein Coding","42","GC01M161039","1.25808072090149","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USF1"
"NMT1","N-Myristoyltransferase 1","Protein Coding","42","GC17P045374","1.25477266311646","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NMT1"
"CLEC12A","C-Type Lectin Domain Family 12 Member A","Protein Coding","37","GC12P009951","1.24700951576233","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLEC12A"
"CBARP","CACN Subunit Beta Associated Regulatory Protein","Protein Coding","25","GC19M001228","1.24598550796509","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBARP"
"HOXA2","Homeobox A2","Protein Coding","40","GC07M027100","1.23941111564636","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HOXA2"
"LMLN","Leishmanolysin Like Peptidase","Protein Coding","33","GC03P197961","1.23941111564636","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LMLN"
"FGR","FGR Proto-Oncogene, Src Family Tyrosine Kinase","Protein Coding","47","GC01M027622","1.23433494567871","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGR"
"HBE1","Hemoglobin Subunit Epsilon 1","Protein Coding","38","GC11M005268","1.23423314094543","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HBE1"
"UBD","Ubiquitin D","Protein Coding","38","GC06M051237","1.23355782032013","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBD"
"SEMA4D","Semaphorin 4D","Protein Coding","44","GC09M089360","1.22989213466644","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEMA4D"
"SOSTDC1","Sclerostin Domain Containing 1","Protein Coding","38","GC07M016467","1.22723758220673","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOSTDC1"
"HSPB2","Heat Shock Protein Family B (Small) Member 2","Protein Coding","39","GC11P111913","1.22306334972382","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPB2"
"OXA1L","OXA1L Mitochondrial Inner Membrane Protein","Protein Coding","38","GC14P022766","1.22219717502594","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OXA1L"
"DHRS2","Dehydrogenase/Reductase 2","Protein Coding","39","GC14P027526","1.21961259841919","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DHRS2"
"HOXB5","Homeobox B5","Protein Coding","38","GC17M048591","1.21517837047577","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HOXB5"
"OTX1","Orthodenticle Homeobox 1","Protein Coding","41","GC02P063050","1.21433794498444","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OTX1"
"MEF2A","Myocyte Enhancer Factor 2A","Protein Coding","46","GC15P099565","1.21403431892395","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MEF2A"
"CXCL17","C-X-C Motif Chemokine Ligand 17","Protein Coding","32","GC19M042428","1.21334147453308","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL17"
"DIO3","Iodothyronine Deiodinase 3","Protein Coding","40","GC14P107071","1.21136546134949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DIO3"
"EXOC1","Exocyst Complex Component 1","Protein Coding","35","GC04P055853","1.21094131469727","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EXOC1"
"CYP2A6","Cytochrome P450 Family 2 Subfamily A Member 6","Protein Coding","48","GC19M040843","1.20956647396088","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP2A6"
"MYO1C","Myosin IC","Protein Coding","42","GC17M001464","1.20691585540771","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYO1C"
"TMSB10","Thymosin Beta 10","Protein Coding","36","GC02P084905","1.2059930562973","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMSB10"
"USP25","Ubiquitin Specific Peptidase 25","Protein Coding","41","GC21P015730","1.20397651195526","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP25"
"DPY30","Dpy-30 Histone Methyltransferase Complex Regulatory Subunit","Protein Coding","36","GC02M031867","1.20296967029572","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DPY30"
"NFIA","Nuclear Factor I A","Protein Coding","44","GC01P060865","1.20120346546173","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NFIA"
"KDM6B","Lysine Demethylase 6B","Protein Coding","42","GC17P007834","1.20007300376892","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KDM6B"
"BARD1","BRCA1 Associated RING Domain 1","Protein Coding","46","GC02M214725","1.19956302642822","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BARD1"
"TNFAIP8L2","TNF Alpha Induced Protein 8 Like 2","Protein Coding","33","GC01P151156","1.19676446914673","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFAIP8L2"
"AQP3","Aquaporin 3 (Gill Blood Group)","Protein Coding","46","GC09M033431","1.1965833902359","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AQP3"
"KCNN2","Potassium Calcium-Activated Channel Subfamily N Member 2","Protein Coding","44","GC05P114058","1.19639945030212","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNN2"
"NTN1","Netrin 1","Protein Coding","44","GC17P009021","1.19347774982452","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NTN1"
"CDKAL1","CDK5 Regulatory Subunit Associated Protein 1 Like 1","Protein Coding","38","GC06P020534","1.19332206249237","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKAL1"
"TFPI2","Tissue Factor Pathway Inhibitor 2","Protein Coding","40","GC07M093885","1.19198644161224","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFPI2"
"WEE1","WEE1 G2 Checkpoint Kinase","Protein Coding","45","GC11P009573","1.18956768512726","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WEE1"
"OOEP","Oocyte Expressed Protein","Protein Coding","28","GC06M073368","1.18854749202728","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OOEP"
"KLF2","Kruppel Like Factor 2","Protein Coding","40","GC19P028989","1.18454623222351","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLF2"
"L1TD1","LINE1 Type Transposase Domain Containing 1","Protein Coding","34","GC01P062194","1.18448734283447","https://www.genecards.org/cgi-bin/carddisp.pl?gene=L1TD1"
"NDRG4","NDRG Family Member 4","Protein Coding","38","GC16P058462","1.17848169803619","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDRG4"
"CD74","CD74 Molecule","Protein Coding","42","GC05M150378","1.17816400527954","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD74"
"CGB1","Chorionic Gonadotropin Subunit Beta 1","Protein Coding","28","GC19M049035","1.17551684379578","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CGB1"
"ATP5PO","ATP Synthase Peripheral Stalk Subunit OSCP","Protein Coding","34","GC21M033904","1.17447781562805","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP5PO"
"GRIN2C","Glutamate Ionotropic Receptor NMDA Type Subunit 2C","Protein Coding","44","GC17M074842","1.1705219745636","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRIN2C"
"WNT6","Wnt Family Member 6","Protein Coding","41","GC02P218859","1.17037916183472","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNT6"
"SIPA1","Signal-Induced Proliferation-Associated 1","Protein Coding","40","GC11P065638","1.1635148525238","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIPA1"
"HEPH","Hephaestin","Protein Coding","38","GC0XP066162","1.16289448738098","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HEPH"
"HIBADH","3-Hydroxyisobutyrate Dehydrogenase","Protein Coding","41","GC07M027525","1.16076183319092","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HIBADH"
"HOXD9","Homeobox D9","Protein Coding","40","GC02P176122","1.16076183319092","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HOXD9"
"SRM","Spermidine Synthase","Protein Coding","40","GC01M011054","1.16076183319092","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRM"
"ANKMY1","Ankyrin Repeat And MYND Domain Containing 1","Protein Coding","34","GC02M240479","1.16076183319092","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANKMY1"
"ARSJ","Arylsulfatase Family Member J","Protein Coding","34","GC04M113901","1.16076183319092","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARSJ"
"HOXD12","Homeobox D12","Protein Coding","34","GC02P176099","1.16076183319092","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HOXD12"
"SYT10","Synaptotagmin 10","Protein Coding","34","GC12M033374","1.16076183319092","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYT10"
"EVX1","Even-Skipped Homeobox 1","Protein Coding","33","GC07P027476","1.16076183319092","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EVX1"
"CGB8","Chorionic Gonadotropin Subunit Beta 8","Protein Coding","26","GC19M049047","1.15438842773438","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CGB8"
"CXCL16","C-X-C Motif Chemokine Ligand 16","Protein Coding","38","GC17M004733","1.15166664123535","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL16"
"FUT1","Fucosyltransferase 1 (H Blood Group)","Protein Coding","40","GC19M048748","1.15012443065643","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FUT1"
"MIR363","MicroRNA 363","RNA Gene","16","GC0XM134205","1.15012049674988","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR363"
"ALOX15","Arachidonate 15-Lipoxygenase","Protein Coding","44","GC17M004630","1.14883089065552","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALOX15"
"PRDX4","Peroxiredoxin 4","Protein Coding","42","GC0XP023665","1.14819204807281","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRDX4"
"STAU2","Staufen Double-Stranded RNA Binding Protein 2","Protein Coding","37","GC08M073421","1.14686346054077","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAU2"
"GP2","Glycoprotein 2","Protein Coding","38","GC16M020309","1.14488971233368","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GP2"
"GTPBP1","GTP Binding Protein 1","Protein Coding","38","GC22P038705","1.14488971233368","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GTPBP1"
"EFNA2","Ephrin A2","Protein Coding","40","GC19P001714","1.14306449890137","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EFNA2"
"MYH1","Myosin Heavy Chain 1","Protein Coding","40","GC17M010492","1.13657021522522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYH1"
"NCOA6","Nuclear Receptor Coactivator 6","Protein Coding","38","GC20M034712","1.1364940404892","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCOA6"
"HJURP","Holliday Junction Recognition Protein","Protein Coding","36","GC02M233834","1.1363513469696","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HJURP"
"PLK4","Polo Like Kinase 4","Protein Coding","47","GC04P127880","1.13514542579651","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLK4"
"RXRB","Retinoid X Receptor Beta","Protein Coding","46","GC06M033193","1.13297259807587","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RXRB"
"TMPRSS6","Transmembrane Serine Protease 6","Protein Coding","43","GC22M037066","1.13297259807587","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMPRSS6"
"HSD17B8","Hydroxysteroid 17-Beta Dehydrogenase 8","Protein Coding","40","GC06P061224","1.13297259807587","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSD17B8"
"HLA-DPB2","Major Histocompatibility Complex, Class II, DP Beta 2 (Pseudogene)","Pseudogene","18","GC06P061214","1.13297259807587","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-DPB2"
"DNA2","DNA Replication Helicase/Nuclease 2","Protein Coding","41","GC10M068414","1.12733638286591","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNA2"
"RBFOX2","RNA Binding Fox-1 Homolog 2","Protein Coding","38","GC22M035738","1.12579607963562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBFOX2"
"SYT7","Synaptotagmin 7","Protein Coding","38","GC11M061513","1.12579607963562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYT7"
"TSHB","Thyroid Stimulating Hormone Subunit Beta","Protein Coding","41","GC01P115029","1.12391376495361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSHB"
"USF2","Upstream Transcription Factor 2, C-Fos Interacting","Protein Coding","39","GC19P035268","1.11985683441162","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USF2"
"MPG","N-Methylpurine DNA Glycosylase","Protein Coding","40","GC16P006705","1.11740958690643","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MPG"
"EMX1","Empty Spiracles Homeobox 1","Protein Coding","35","GC02P072916","1.11043429374695","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EMX1"
"GDF5","Growth Differentiation Factor 5","Protein Coding","45","GC20M035433","1.10824501514435","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GDF5"
"LOC110011216","Paired Like Homeobox 2b Polyalanine Repeat Instability Region","Biological Region","2","GC04P041745","1.10557425022125","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC110011216"
"ONECUT2","One Cut Homeobox 2","Protein Coding","35","GC18P057436","1.10157656669617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ONECUT2"
"SNX3","Sorting Nexin 3","Protein Coding","42","GC06M108211","1.09920406341553","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNX3"
"GAB1","GRB2 Associated Binding Protein 1","Protein Coding","44","GC04P143336","1.09742343425751","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAB1"
"PTPN5","Protein Tyrosine Phosphatase Non-Receptor Type 5","Protein Coding","42","GC11M018727","1.09401273727417","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPN5"
"CCDC78","Coiled-Coil Domain Containing 78","Protein Coding","35","GC16M004049","1.09401273727417","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC78"
"SSB","Small RNA Binding Exonuclease Protection Factor La","Protein Coding","42","GC02P169791","1.08823442459106","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SSB"
"UPRT","Uracil Phosphoribosyltransferase Homolog","Protein Coding","33","GC0XP075156","1.08384251594543","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UPRT"
"TIMM50","Translocase Of Inner Mitochondrial Membrane 50","Protein Coding","38","GC19P039480","1.08305096626282","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIMM50"
"ASPA","Aspartoacylase","Protein Coding","44","GC17P003472","1.08013105392456","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASPA"
"FRZB","Frizzled Related Protein","Protein Coding","40","GC02M182833","1.0776594877243","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FRZB"
"LPO","Lactoperoxidase","Protein Coding","38","GC17P058218","1.07751250267029","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LPO"
"LINC01952","Long Intergenic Non-Protein Coding RNA 1952","RNA Gene","8","GC07P044850","1.07692861557007","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01952"
"PTGER1","Prostaglandin E Receptor 1","Protein Coding","40","GC19M014444","1.07282948493958","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGER1"
"MIR520A","MicroRNA 520a","RNA Gene","18","GC19P053690","1.06489706039429","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR520A"
"SLC3A2","Solute Carrier Family 3 Member 2","Protein Coding","41","GC11P062856","1.06410956382751","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC3A2"
"PXK","PX Domain Containing Serine/Threonine Kinase Like","Protein Coding","38","GC03P058333","1.05926191806793","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PXK"
"ELF1","E74 Like ETS Transcription Factor 1","Protein Coding","40","GC13M040932","1.0573878288269","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELF1"
"GTF3C1","General Transcription Factor IIIC Subunit 1","Protein Coding","35","GC16M027471","1.05659711360931","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GTF3C1"
"SLC6A6","Solute Carrier Family 6 Member 6","Protein Coding","44","GC03P014402","1.05610990524292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC6A6"
"CDC14A","Cell Division Cycle 14A","Protein Coding","43","GC01P100351","1.05610990524292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDC14A"
"ERG28","Ergosterol Biosynthesis 28 Homolog","Protein Coding","26","GC14M075650","1.05610990524292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERG28"
"SWAP70","Switching B Cell Complex Subunit SWAP70","Protein Coding","39","GC11P009664","1.05042457580566","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SWAP70"
"CLIC1","Chloride Intracellular Channel 1","Protein Coding","40","GC06M051420","1.05011606216431","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLIC1"
"ITPR2","Inositol 1,4,5-Trisphosphate Receptor Type 2","Protein Coding","45","GC12M026336","1.04782962799072","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITPR2"
"GLRA2","Glycine Receptor Alpha 2","Protein Coding","44","GC0XP014529","1.04765748977661","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLRA2"
"ST2","Suppression Of Tumorigenicity 2","Genetic Locus","6","GC11U990127","1.04725074768066","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ST2"
"TMSB4X","Thymosin Beta 4 X-Linked","Protein Coding","40","GC0XP012975","1.04630827903748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMSB4X"
